name,id,type,area_id,grade,height,pitches,score,votes,description,star_ratings
Miles Runs the Voodoo Down,107319960,Boulder,107319941,V3,25,1,2.0,1.0,- SDS under ledge of rock that is jammed between two main slabs of rock.   - some good horns to pull on for SDS   - then work up bilateral cracks and semi-stem if want   - same top out situation as previous two problems.,{107044808: 2}
Pharoh's Dance,107319980,Boulder,107319941,V2,15,1,2.0,1.0,"- SDS corned up to thin side (watch out for poison ivy vine)   - work the various cracks and crimps up to the ""right angle"" break about 6 feet up from start   - then work the horizontal crack to center and steep slope   - work straight up and dyno to top out ",{107044808: 2}
So What,107319987,Boulder,107319941,V2,10,1,2.0,1.0,- SDS dead center inside of the overhang and sandwhiched between the two blades of rock   - Work straight up and dyno to top out.   - good crimps and cracks,{107044808: 2}
Spanish Key,107319952,Boulder,107319941,V2,20,1,2.0,1.0,- SDS just right of Feio problem and work up obvious sandwhiched rock with bilateral cracks running up each side   - starts on slabby face of rock   - work up to ledge about 2/3 up...can either end there or top out thru vines a bit further up.,{107044808: 2}
L.A.,107290580,Boulder,107270945,V0+,8,1,1.0,1.0,sit down start directly beneath 'TED' painted on rock.     work straight up and to the right using good jug on right.    top out at tree growing into rock.,{107044808: 1}
Crabtree Falls,118286486,Trad,118286438,5.7,140,2,2.0,1.0,Worth doing if only for the view.  Crux at very short offwidth. Can do in 1 pitch but 2 is natural.  Nice belay above main crack.,{200383828: 2}
For Karen,113970092,Trad,113970082,5.10a,30,1,2.0,1.0,"Jam the tricky finger crack through the steep section, then negotiate the remaining crack to a slab finish to the ledge.",{109933974: 2}
Drop the Anchor,113972637,Trad,113972627,5.10a,30,1,1.0,1.0,Mount the large dropped block and climb up the short vertical crack. Traverse right using the horizontal crack until you can climb over the right side of the overlapping rock.,{109933974: 1}
Man Overboard,113972722,Trad,113972627,5.10c,30,1,2.0,1.0,Start on the left angling crack. Go to a stance on the right with a thin finger crack. Decipher the moves on the slab to the roof.  Climb the middle of the roof at an incut jug with no pro. Bring small cams and good swimmers!,{109933974: 2}
Nitrogen Narcossis,113972645,Boulder,113972627,V3-4,15,1,2.0,1.0,Climb the slabby finger crack to the bitter end!,{109933974: 2}
The Pearl,113972654,Trad,113972627,5.11b,50,1,3.0,1.0,"A classic crack climb that puts the Pirate Crags on the map! Start at the base of the overhanging left angling crack. Jam up through a flared hands crux, then fire to a hold and more jams. Continue up the thinning line, and step back when needed to the slab, then cruise to the top.",{109933974: 3}
Raise the Mizzen,113972713,Trad,113972627,5.8,30,1,2.0,1.0,Start on the left angling crack. Pull a slab move to reach the roof. Get some pro over the roof and yard to the top!,{109933974: 2}
Sailing off the Map,113972681,Trad,113972627,5.10a,40,1,3.0,1.0,"Climb Turn the Hourglass until you can reach the horizontal crack. Fist jam out left until you reach the diving board flake, then climb the slab to the finish!",{109933974: 3}
Turn the Hourglass,113972666,Trad,113972627,5.8,40,1,3.0,1.0,"Begin in the wide gap and climb up to the slab. Not much gear, but trend right and climb the corner. Squirm through the squeeze like a grain of sand to top!",{109933974: 3}
Walk the Plank,113972698,Trad,113972627,5.11a,40,1,3.0,1.0,"Climb the hand crack to the overhang. Climb left on the horizontal crack to the overhanging plank. Climb up to the face and walk the plank, then finish the route!",{109933974: 3}
Ancient Gallery,113972132,Trad,113970161,5.7,80,1,3.0,1.0,"Climb the 5.7 left-facing corner to a ledge. Climb into the dark, wide chimney (5.2) with minimal gear. Preserve the ancient hollow flakes in the gallery. Tunnel through the back of the chimney and emerge from the earth! Anchor: Tree (pad to protect).",{109933974: 3}
Bare Knuckle Boxer,113972077,Trad,113970161,5.11b,50,1,3.0,1.0,"Wanna pick a fight? Start at the left facing corner then traverse left to a hollow flake (passive gear only).  Climb up to the roof, with good, small cams, then fight your way up the crack to the ledge above. Place a gear anchor at the ledge, or continue up the remaining slab.",{109933974: 3}
